name	regLocation	regCapital	industry	businessScope
北京蓝海华美影视传媒有限公司	北京市海淀区学院路29号120栋216号	300 万元 人民币	广播、电视、电影和影视录音制作业	电影摄制；影视策划；设计、制作、代理、发布广告；市场调查；组织文化艺术交流活动（不含营业性演出）；技术开发、技术转让、技术咨询；计算机系统服务；软件开发；承办展览展示活动；企业策划；摄影扩印服务；电脑动画设计；会议服务。（电影摄制以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京艺百合影视制作有限公司	北京市东城区南竹杆胡同6号楼3层11	600 万元	广播、电视、电影和影视录音制作业	制作、发行动画片、电视综艺、专题片；组织文化艺术交流活动（不含演出）；经济贸易咨询；影视策划；技术推广服务。
华谊兄弟武汉影院管理有限公司	黄陂区黄陂大道387号黄陂广场C座	1,000万人民币元	广播、电视、电影和影视录音制作业	影院管理，设计、制作、代理发布、国内广告，承办会展服务（不含对外经济技术交流会）。（国家有专项规定的项目经审批后或凭许可证在核定期限内经营）；预包装食品兼散装食品零售，对外放映（许可项目经营期限与许可证核定的期限一致）。
首都剧场	北京市东城区王府井大街22号	531 万元	广播、电视、电影和影视录音制作业	文艺演出；放映电影；饮食服务；销售食品；零售音像制品、国内、国外图书、报纸、期刊、电子出版物；销售工艺美术品。
华录百纳影视（天津）有限公司	天津生态城动漫中路482号创智大厦第2层办公室209-19房间	3000万人民币	广播、电视、电影和影视录音制作业	电视剧、专题、综艺、动画等节目制作、发行；影视项目投资管理、策划；组织文化艺术交流（不含演出及演出经纪）、承办展览展示；信息咨询（不含中介服务）；从事广告业务；舞台设计制作、美术设计制作；资料编辑、翻译服务；摄影；企业形象策划；影视服装、器械设备租赁、维修；劳务服务（不含劳务派遣）。（以上经营范围涉及行业许可的凭许可证件，在有效期限内经营，国家有专项专营规定的按规定办理。）
北京普通人影视策划有限公司	北京市海淀区北洼路30号写字楼A座307室	50 万元 人民币	广播、电视、电影和影视录音制作业	影视策划、广告制作、影视设备租赁、组织文化艺术交流活动（不含演出）、承办展览展示、电脑图文设计制作、摄影、租赁服装、道具、灯光设备、商贸信息咨询（不含中介）。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
河南电影电视制作集团有限公司	郑州市黄河路117号院6号楼	12,029万元	广播、电视、电影和影视录音制作业	资产经营与管理；摄制电影片，复制本单位影片，按规定发行国产影片及其复制品；电视剧制作；除时政新闻及同类专题、专栏以外的其他广播电视节目的制作、发行；广告经营；广电技术工程；电影发行；影视剧、文娱、专业类视听节目；音像制品批发、零售。（以上范围凡需审批的，未获批准前不得经营；已获审批的，凭有效许可证经营）
广东大地电影院线有限公司北京分公司	北京市北京经济技术开发区地盛西路1号1幢B区1层B2-102室	None	广播、电视、电影和影视录音制作业	 票务代理；设计、制作、代理、发布广告；销售日用品；销售、安装及维护电影放映设备及电影院运营其他配套设备；设备租赁。（需经专项审批项目除外） 
北京春晖剧场	北京市宣武区陶然亭路51号	10 万元	广播、电视、电影和影视录音制作业	电影放映、零售包装食品、包装冷饮；零售文化体育用品。
四川省电影公司	成都市锦江区暑袜南街29号	4000万 元人民币	广播、电视、电影和影视录音制作业	许可经营项目：电影发行放映；零售预包装食品兼散装食品；（以上项目及期限以许可证为准）一般经营项目（以下范围不含前置许可项目，后置许可项目凭许可证或审批文件经营）：广告业；项目投资管理；商品批发与零售；租赁业；房屋租赁；票务服务。
浙江航美光影影视制作有限公司	浙江横店影视产业实验区商务楼	4200 万元人民币	广播、电视、电影和影视录音制作业	许可经营项目：制作、复制、发行：专题、专栏、综艺、动画片、广播剧、电视剧；  一般经营项目：影视服装道具租赁，影视器材租赁，影视文化信息咨询，影视企业形象策划，摄影摄像服务，制作、代理、发布：户内外各类电子数字媒体广告及影视广告。
北京创艺梦工场影视文化有限公司	北京市海淀区小营中关村东升科技园二期西区18号1区1层100室	500 万元	广播、电视、电影和影视录音制作业	组织文化艺术交流活动（不含演出）；租赁服装；承办展览展示活动；会议服务；电脑动画设计；投资咨询；投资管理、资产管理；设计、制作、代理、发布广告；企业策划、设计；摄影扩印服务；计算机技术培训；技术推广、技术服务；经济贸易咨询。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京聚光绘影科技有限公司	北京市朝阳区八里庄东里1号CF11-C	1000 万元 人民币	广播、电视、电影和影视录音制作业	销售食品；技术推广服务；电脑动画设计；软件设计；计算机系统服务；文艺创作。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京市电影发行放映公司京影经营服务部	北京市东城区交道口东大街85号	None	广播、电视、电影和影视录音制作业	零售、批发、百货、民用建材、机械电器设备（汽车除外）、工艺美术品、五金、交电、化工、烟（零售）酒、食品、粮食、食油＊＊＊家庭水暖、厨具安装
深圳市环球数码影视文化有限公司	深圳市南山区高新区中区高新中三道9号环球数码大厦7层702室	300万元人民币	广播、电视、电影和影视录音制作业	影视、动画专业技术开发与咨询，影视文化交流活动的策划；展台、美术布景的技术开发与设计；经营广告业务。^
北京市永中录像厅	北京市石景山区永乐小区永乐中学内	30 万元	广播、电视、电影和影视录音制作业	录像放映***
北京陈平福凉皮店	北京市顺义区鑫绿都农副产品市场东兴小区市场内34号房	None	广播、电视、电影和影视录音制作业	零售散装食品（含现场制售：凉皮）。
中央新闻记录电影制片厂礼堂	北京市海淀区北环西路15号	None	广播、电视、电影和影视录音制作业	放映电影、放映录像、演出节目
北京尚格益动文化传媒有限公司	北京市石景山区八大处高科技园区西井路3号3号楼7475房间	300 万元	广播、电视、电影和影视录音制作业	制作、发行动画片、专题片、电视综艺；不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作经营许可证有效期至2016年04月10日）；组织文化艺术交流活动（演出除外）；技术开发、技术推广、技术转让、技术咨询、技术服务。
北京北方执信影视策划中心	北京市东城区台基厂头条10号	None	广播、电视、电影和影视录音制作业	影视作品题材；宣传、发行的策划；信息咨询（不含中介服务）。
广东明星创意动画有限公司	广州市越秀区广州大道北路193号11B01自编B01号（仅限办公使用）	1050.000000万元人民币	广播、电视、电影和影视录音制作业	广播电视节目制作（具体经营范围以《广播电视节目制作经营许可证》为准）;货物进出口（专营专控商品除外）;商品批发贸易（许可审批类商品除外）;技术进出口;市场营销策划服务;商品零售贸易（许可审批类商品除外）;
四川太平洋影业有限公司	成都市武侯区武侯祠大街266号华达商城4楼	500 万元人民币	广播、电视、电影和影视录音制作业	电影放映；预包装食品、散装食品零售；工艺品批发与零售、自有房屋租赁、国内广告发布、策划、设计（不含气球广告及固定形式印刷品广告）（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
江苏幸福蓝海影院发展有限责任公司北京第二分公司	北京市房山区广阳新路9号院1号楼3层305至311	None	广播、电视、电影和影视录音制作业	电影放映；销售食品；电影院管理；销售工艺美术品、儿童玩具（仿真枪械除外）、服装、饰品；设计、制作、代理、发布广告；租赁影视器材。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
曦塔影业（北京）有限公司	北京市东城区和平里东街11号37号楼10122号	300 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺、不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作经营许可证有效期至2016年01月07日）；影视策划；设计、制作、代理、发布广告；声乐技术培训；绘画技术培训；摄影服务；企业策划；承办展览展示；会议服务。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京音像公司密云发行站录像放映厅	密云县古楼东大街路南	None	广播、电视、电影和影视录音制作业	录像放映
北京嘉映影业有限公司	北京市朝阳区景华南街5号(远洋光华中心C座)16层1601室	2000 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作经营许可证有效期至2016年04月01日）；摄制电影片、复制本单位影片、按规定发行国产影片及其复制品（摄制电影许可证有效期至2016年10月21日）；电影发行（电影发行经营许可证有效期至2016年04月02日）。 销售文具用品；企业策划；承办展览展示活动；组织文化艺术交流活动（不含演出）；设计、制作、代理、发布广告；票务代理。 
湖南长河影业有限公司	长沙市天心区劳动西路289号嘉盛商务广场18012	2000万人民币	广播、电视、电影和影视录音制作业	电影、电视剧策划、制作、发行（凭许可证、审批文件经营）；影视项目投资管理；艺人经纪服务；文化活动的组织和策划；书报刊发行（凭许可证、审批文件经营）；设计、制作、代理、发布国内各类广告；计算机软件、硬件的研发及销售；影视音像制品销售（凭许可证、审批文件经营）；影视器材、工艺品的销售。（涉及许可审批的经营项目，凭许可证或审批文件方可经营）
北京长城影视山庄	北京市宣武区北半截胡同甲13号	0 万元	广播、电视、电影和影视录音制作业	摄制、复制电视剧（五年）及录音录像节目、发行租赁录像带、为音像制作提供内外场景地服务。广告、承制影视报刊广告业务、批发零售录像带。
北京红影数字科技有限公司	北京市朝阳区霄云路32号2号楼1层1-157室	500 万元 人民币	广播、电视、电影和影视录音制作业	技术推广服务；销售摄影器材、电子产品、家用电器、机械设备、仪器仪表、珠宝首饰、文具用品、日用品；货物进出口；技术进出口；代理进出口；摄影服务；文艺创作；投资管理；投资咨询；企业策划；市场调查；会议服务；承办展览展示活动；礼仪服务；婚姻服务（不含涉外婚姻）；组织文化艺术交流活动（不含演出）；制作、代理、发布广告；电影摄制；广播电视节目制作；演出经纪。（1、不得以公开方式募集资金；2、不得公开交易证券类产品和金融衍生品；3、不得发放贷款；4、不得向所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益；演出经纪、广播电视节目制作、电影摄制以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京欣动影视传媒有限公司	北京市昌平区北七家镇桃花苑4号楼1至3层1单元401	300 万元	广播、电视、电影和影视录音制作业	制作、发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目及电视剧制作许可证有效期至2016年11月12日）；电影发行；影视策划；组织文化艺术交流活动；从事演员经纪业务；从事文化经纪业务；设计、制作、代理、发布广告；承办展览展示；营销策划；筹备、策划、组织演出、晚会、大型庆典。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
北京中视亚环影视文化传播有限公司	北京市密云县密云镇南河路2号	None	广播、电视、电影和影视录音制作业	None
北京惠尔曙光电影院有限公司	北京市海淀区西郊板井村北京农林科学院30号楼	50 万元	广播、电视、电影和影视录音制作业	组织文化艺术交流活动；企业形象策划；承办展览展示；会议服务。（未取得行政许可的项目除外）
北京世界城星美国际影城管理有限公司	北京市朝阳区金汇路8号楼地下102室	600 万元 人民币	广播、电视、电影和影视录音制作业	会议服务；销售工艺品、日用品、电子产品、服装。
浙江海润影视制作有限公司	横店影视产业实验区C3-026-A	500 万元人民币	广播、电视、电影和影视录音制作业	许可经营项目：制作、复制、发行：专题、专栏、综艺、动画片、广播剧、电视剧；  一般经营项目：影视服装道具租赁；影视器材租赁；影视文化信息咨询；企业形象策划；会展会务服务；摄影摄像服务；制作、代理、发布：户内外各类广告及影视广告。
天津中影星华媒电影城管理有限公司	西青区中北工业园阜盛道1号永旺购物中心301号	1000万人民币	广播、电视、电影和影视录音制作业	影院管理服务；影剧院：电影放映；预包装食品兼散装食品零售；从事广告业务。（以上经营范围涉及行业许可的凭许可证件，在有效期限内经营，国家有专项专营规定的按规定办理。）
北京市怀柔县电影发行放映公司电子游艺室	北京市怀柔县青春路四十号	None	广播、电视、电影和影视录音制作业	电子游艺娱乐服务。
央视（北京）娱乐传媒有限公司	北京市海淀区羊坊店路6号7幢三层	500 万元	广播、电视、电影和影视录音制作业	经营演出及经纪业务；制作、发行动画片、电视综艺、专题片；租赁机械设备（不含汽车租赁）；设计、制作、代理、发布广告。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
新丽电视文化投资有限公司	浙江省东阳市浙江横店影视产业实验区C5-004-B	5000 万元人民币	广播、电视、电影和影视录音制作业	一般经营项目：制作、复制、发行：专题、专栏、综艺、动画片、广播剧、电视剧；影视文化投资；影视服装道具租赁；影视器材租赁；影视文化信息咨询；企业形象策划；会展会务服务；摄影摄像服务；制作、代理、发布：户内外各类广告及影视广告；经营进出口业务。
天津博纳文化传媒有限公司	天津生态城动漫中路482号创智大厦204室-105	1000万人民币	广播、电视、电影和影视录音制作业	组织大型文化活动（不含演出及演出经纪）；从事广告业务；展览展示活动；影视服装道具租赁、影视文化信息咨询；企业形象策划；以自有资金对传媒业进行投资；国产影片发行。（以上经营范围涉及行业许可的凭许可证件，在有效期限内经营，国家有专项专营规定的按规定办理。）
北京唐玺安邦影视文化传媒有限责任公司	北京市朝阳区立清路6号院3号楼3单元905号	300 万元	广播、电视、电影和影视录音制作业	广播电视节目制作；组织文化艺术交流活动（不含演出）；影视策划；设计、制作、代理、发布广告；会议及展览服务；企业形象策划；公关策划；劳务派遣；销售电子产品、文具用品。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
李荣林	刘集二初中对面	None	广播、电视、电影和影视录音制作业	文化用品、副食、小百货零售*
东阳最美时光影视传媒有限公司	浙江横店影视产业实验区商务楼	300 万元人民币	广播、电视、电影和影视录音制作业	一般经营项目：制作、复制、发行：专题、专栏、综艺、动画片、广播剧、电视剧；影视服装道具租赁；影视器材租赁；影视文化信息咨询；影视剧本创作、策划、交易；摄影摄像服务；艺人经纪；制作、代理、发布：电子和数字媒体广告及影视广告。
北京儒意欣欣影业投资有限公司	北京市顺义区北京空港物流基地物流园八街1号	1000 万元 人民币	广播、电视、电影和影视录音制作业	制作、发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作经营许可证有效期至2016年10月14日）；投资管理；投资咨询；广告设计、制作、代理、发布；图文设计、制作；租赁影视器材、影视设备、舞台服装；影视策划；摄影服务。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
棠棣永盛影业投资（北京）有限公司	北京市海淀区万泉河路小南庄400号北京龙都宾馆一层1003号	800 万元 人民币	广播、电视、电影和影视录音制作业	投资管理；影视策划；设计、制作、代理、发布广告；组织文化艺术交流活动（不含营业性演出）；会议服务；承办展览展示活动；文艺创作。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
北京亚洲电视城有限公司	北京市石景山区西黄村北侧	300 万元 美元	广播、电视、电影和影视录音制作业	生产影视器材，租赁摄影用场地、场景、照明、道具、服装及设施，提供餐饮服务；销售自产产品。
能量（天津）影视制作有限公司	天津自贸区（东疆保税港区）亚洲路6975号金融贸易中心南区1栋1门5015室-23	1000万人民币	广播、电视、电影和影视录音制作业	电视剧、专题、综艺、动画等节目制作、发行；组织策划文化艺术交流活动（演出除外）；影视策划及相关咨询服务；广告业务；国际贸易。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***
北京蒙太奇影视策划有限公司	北京市东城区西羊管胡同2号	10 万元	广播、电视、电影和影视录音制作业	影视策划，企业形象策划，信息咨询（不含中介服务），组织展览展示，组织文化艺术交流活动，图文设计制作，婚姻介绍（涉外婚姻除外），技术开发、培训、转让、服务
北京鼎力时空传媒广告有限公司北京分公司	北京市朝阳区团结湖北路2号13号楼612室	None	广播、电视、电影和影视录音制作业	设计、制作、代理、发布广告。
昆明星濠电影有限公司	云南省昆明市官渡区关上融城金阶广场B座5-10层	1500万人民币	广播、电视、电影和影视录音制作业	电影放映；预包装食品兼散装食品的销售；电影纪念品、工艺美术品的销售；国内各类广告的设计、制作、代理、发布；承办会议及商品展览展示活动（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
渭南万达儿童娱乐有限公司	陕西省渭南市高新区新区东路万达广场	100万 人民币元	广播、电视、电影和影视录音制作业	主题游乐园服务；餐饮经营服务；摄影服务；教育咨询与服务（不含出国留学咨询与中介服务）；非学历职业技能益智开发、其他培训；图书、报刊、音像制品的零售；组织文化艺术交流活动；卡通产品及其衍生品的设计、制作；图文设计；预包装食品、散装食品、乳制品（含婴幼儿配方乳粉）的销售；儿童用品的研发、销售；儿童玩具销售；儿童玩具设备租赁；儿童服饰、母婴食品、保健品的销售及服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
北京美格映画传媒有限公司	北京市朝阳区广渠路36号院5号楼13层1311室	300 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目。（广播电视节目制作经营许可证有效期至2015年6月13日）；组织文化艺术交流活动（不含演出）；设计、制作、代理、发布广告。
北京市西养马营工人俱乐部	北京市西城区西养马营胡同15号	48.5 万元	广播、电视、电影和影视录音制作业	放映国家正式出版的录像制品
北京市紫光影城	北京市朝阳区朝外大街10号五、六层	194 万	广播、电视、电影和影视录音制作业	电影放映；电子游艺娱乐；销售食品；销售未经加工的干果、新鲜水果。（电影放映以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
黑土地影业（北京）有限公司	北京市怀柔区迎宾中路36号2层2359号	300 万元 人民币	广播、电视、电影和影视录音制作业	None
黄石今典影院管理有限公司	黄石市黄石港区延安路143号(德润家广场2层)	10万元	广播、电视、电影和影视录音制作业	电影放映；场地租赁；影院管理；展览展示服务；设计、制作、代理、发布广告；零售预包装食品、散装食品、百货、文化用品。
淄博市电影有限公司	张店区柳泉路45号	568万元人民币	广播、电视、电影和影视录音制作业	电影放映；预包装食品兼散装食品零售；户外广告的发布、设计、制作；代理国内广告业务；日用百货、眼镜销售；房屋租赁；物业管理；初级农产品销售（不含加工制品）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
景德镇橙天嘉禾金鼎影城有限责任公司	江西省景德镇市珠山区广场南路（开门子购物广场内）	100 万元	广播、电视、电影和影视录音制作业	电影放映；预包装食品,乳制品（不含婴幼儿配方乳粉）（有效期至2017年05月19日）；广告发布；会议服务，企业管理；百货、玩具、工艺品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***
常州红星大剧院	钟楼区延陵西路89号	113万元人民币	广播、电视、电影和影视录音制作业	电影放映，零售各类定型包装食品；艺术表演场馆服务；利用自有媒体发布国内各类广告业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
一九零五影业（北京）有限公司	北京市密云县鼓楼东大街3号山水大厦3层313室-410	300 万元 人民币	广播、电视、电影和影视录音制作业	摄制电影片；复制本单位影片；按规定发行国产影片及其复制品（摄制电影许可证有效期至2016年07月10日）；项目投资；设计、制作、代理、发布广告；承办展览展示活动；礼仪服务；个人形象包装及设计；个人行为、活动策划、设计、安排；筹备、策划、组织演出；筹备、策划、组织展览；筹备、策划、组织民间活动；筹备、策划、组织民族活动；筹备、策划、组织民俗活动；组织文化交流艺术活动（不含演出及棋牌娱乐）；技术推广服务；影视策划；企业管理咨询；投资咨询；会议服务，公共关系服务；市场调查；舞蹈、声乐、计算机技术培训；销售玩具。
北京智立洲数字科技有限公司	北京市海淀区羊坊店路18号海天中心S座8层803	50 万元 人民币	广播、电视、电影和影视录音制作业	技术推广服务；组织艺术文化交流活动（不含演出）；设计、制作、代理、发布广告；承办展览展示活动；企业策划；企业管理咨询；投资咨询；市场调查。（未取得行政许可的项目除外）（下期出资时间为2014年01月31日）
北京首钢影视文化发展有限公司	北京市石景山区首都钢铁公司行政处3号楼225号	100 万元	广播、电视、电影和影视录音制作业	组织文化艺术交流活动（演出除外）；承办展览展示；影视策划；投资咨询；资料编辑；摄影扩印服务；代理、发布广告；广告设计、制作；多媒体技术服务；销售电子元器件、照相器材、家用电器 、通讯设备、广播电视设备、机械电器设备、文具用品、体育用品、工艺美术品、收藏品、化妆品、日用品、卫生用品、服装、花卉；影视设备租赁；办公设备维修；家用电器维修。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
富华国际（香港）有限公司北京办事处	东城区北京饭店4103室	None	广播、电视、电影和影视录音制作业	None
千和影业（北京）有限公司	北京市朝阳区望京西路41号楼1至7层101内4层402	500 万元 人民币	广播、电视、电影和影视录音制作业	广播电视节目制作；文艺演出；演出经纪；设计、制作、代理、发布广告；承办展览展示活动；组织文化艺术交流活动（不含演出）；技术推广服务。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
大兴县采育影剧院	北京市大兴区采育镇	None	广播、电视、电影和影视录音制作业	电影放映＊＊＊剧场营业
东安潇湘影城有限公司	永州市东安县建设大道212号东安湘中城市广场5楼	100万人民币	广播、电视、电影和影视录音制作业	电影放映、电影衍生品、广告发布等、预包装食品零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
北京市朝阳众智达科技研究所娱乐厅	北京市朝阳区大屯乡关庄五队(交通出版社书库)	None	广播、电视、电影和影视录音制作业	台球服务；放映录像；零售：食品，冷饮，工艺美术品，花卉
北京绿野影视公司	北京市宣武区南线阁街41号301室.	100 万元	广播、电视、电影和影视录音制作业	电脑动画；立体录像研制；代制电视娱乐片和专题片；影视技术开发；艺术造型设计；影视服装、化妆、道具制作及租赁；零售、代购、代销照相器材、家用电器、计算机及外围设备。法律、法规禁止的，不得经营；应经审批的，未获审批前不得经营；法律、法规未规定审批的，企业自主选择经营项目，开展经营活动。
卡通先生（天津）影业有限公司	天津生态城动漫中路126号动漫大厦A区二层205	1000万人民币	广播、电视、电影和影视录音制作业	影视策划；影视文化信息咨询；影视项目的投资、管理；摄影摄像服务；动漫衍生产品的开发及销售；国产影片发行；电视剧、专题、综艺、动画等节目制作、发行；设计、制作、发布、代理广告。（以上范围内国家有专营专项规定的按其规定办理）
哈尔滨中植儿童娱乐有限公司	哈尔滨市南岗区长江路１５７号	2,500万人民币	广播、电视、电影和影视录音制作业	国内贸易（不含国家限制经营的商品）。自有房屋租赁。
蚌埠耀莱腾龙影城管理有限公司	安徽省蚌埠市学府路1号海亮明珠商业区7栋3-5层	1,500万元	广播、电视、电影和影视录音制作业	R21-电影放映。电影放映（凭许可证在许可有效期限内经营）；预包装食品兼散装食品、乳制品（不含婴幼儿配方乳粉）零售；企业管理；会议服务；承办展览展示活动；摄影服务；房屋出租；销售日用品、工艺品、服装、鞋帽、箱包、化妆品、电子产品、首饰、办公用品、体育用品、针纺织品、五金交电、金属制品、金属材料；组织文化艺术交流活动（不含演出及棋牌娱乐）；企业营销策划；经济贸易咨询；投资咨询（不含证券、期货、金融结算投资咨询）；广告的设计、制作、代理、发布。（依法需经批准的项目，经相关部门批准后方可开展经营活动）
北京金泰蓝海影视文化有限公司	北京市丰台区正阳大街127号12号楼A127室	500 万元	广播、电视、电影和影视录音制作业	组织文化艺术交流活动；影视策划；企业策划；设计、制作、代理、发布广告；电脑图文设计；企业管理服务；企业管理咨询；经济信息咨询；会议服务；承办展览展示；市场调查；技术开发、技术转让、技术服务、技术咨询、技术推广。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京御葛园影视文化有限公司	北京市朝阳区西大望路3号院3号楼13层1609	1000 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目及电视剧制作许可证有效期至2016年01月23日）；组织文化艺术交流活动（不含演出）；设计、制作、代理、发布广告；展览服务；投资咨询；经济贸易咨询；会议服务；企业管理咨询；技术推广服务。
杭州德信三杰电影院有限公司	杭州市江干区艮山西路102号杭州创意设计中心A幢1188号	10 万元人民币	广播、电视、电影和影视录音制作业	一般经营项目：电影放映项目的筹建（不得从事经营活动）
北京新华国影电影制片有限公司	北京市海淀区学院路甲5号2幢平房B北-2082室	3000 万元	广播、电视、电影和影视录音制作业	电影、数字电影、电视电影的制作；国际、国内影视信息咨询及传媒资讯；从事文化经纪业务；演艺人员培训；组织国内外影视文化交流活动；设计、制作国内及外商来华广告；承办影视展览展示活动；影视设备器材租赁。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
华城兄妹（北京）影视文化有限公司	北京市朝阳区广渠路39号院2号楼2层203区域	300 万元 人民币	广播、电视、电影和影视录音制作业	制作、发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作经营许可证有效期至2017年1月20日）；组织文化艺术交流活动（不含演出）；经济贸易咨询；企业管理咨询；产品设计；承办展览展示活动；会议服务；设计、制作、代理、发布广告；投资咨询；企业策划；技术推广服务；租赁摄影器材、影视器材、服装、道具、广播电视设备。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京东坨婉吉超市	北京市昌平区马池口镇东坨村村委会北500米	None	广播、电视、电影和影视录音制作业	零售预包装食品、散装食品；零售日用品；台球服务；接受委托代办公用电话业务。
贵州天娱传媒有限公司	贵州省贵阳市贵州省贵阳市南明区神奇路１号	120 万人民币元	广播、电视、电影和影视录音制作业	法律、法规、国务院决定规定禁止的不得经营；法律、法规、国务院决定规定应当许可（审批）的，经审批机关批准后凭许可（审批）文件经营;法律、法规、国务院决定规定无需许可（审批）的，市场主体自主选择经营。<br />章程、协议、申请书记载的经营范围：一般经营项目：设计、制作、代理国内广告业务；数码影像技术制作；科技影视技术开发研究；摄影摄像及三维动漫制作咨询服务；围棋技能咨询服务；批零兼营：棋具用品，影视器材，办公用品。※※许可经营项目：（无）。※※※
希界维（北京）国际影城有限公司	北京市海淀区清河中街68号华润五彩城购物中心二期项目L648号、L701号、L801号	750 万元 美元	广播、电视、电影和影视录音制作业	电影放映；向来影院观众销售预包装食品、现场制售食品和饮品。（餐饮服务许可证有效期至2015年12月16日、卫生许可证有效期至2014年12月16日、电影放映经营许可证有效期至2014年11月26日）；影视文化咨询；企业管理咨询；投资咨询。（未取得行政许可的项目除外）
北京世纪东方电影发行有限公司	北京市朝阳区光华路4号东方梅地亚中心A座807室	500 万元	广播、电视、电影和影视录音制作业	国产影片发行；设计、制作、代理、发布广告；组织文化艺术交流活动（不含演出）；影视策划。
北京市南郊农场工人俱乐部	北京市大兴县旧宫农贸大世界东侧	11 万元	广播、电视、电影和影视录音制作业	电影放映，电子游戏服务，录相带租赁
北京市门头沟区新庄园输血站录象放映厅	北京市门头沟区新桥大街53号	None	广播、电视、电影和影视录音制作业	录象放映。＊＊＊包装食品，饮料。
青海昆尚文化传媒有限责任公司	青海省西宁市城东区八一路106#-1-122	1,000万元	广播、电视、电影和影视录音制作业	影视节目、专题制作（此项凭广播电视局许可证有效期限至2015年4月1日止，变更法人、逾期不得开展经营）广告设计、制作、代理（上述经营范围依法须经相关部门审批的项目，经相关部门审批后方可开展经营活动）※※※
呼和浩特恒大影院管理有限公司	内蒙古自治区呼和浩特市回民区成吉思汗西街99号恒大影城3-4层	200万人民币元	广播、电视、电影和影视录音制作业	许可经营项目：无 一般经营项目：影院管理服务；广告业；场地租赁；工艺美术品、日用品、预包装食品及散装食品的销售；电影放映。（依法须经批准的项目，经相关部门批准后方可开展经营活动。） (依法须经批准的项目，经相关部门批准后方可开展经营活动)〓
北京万达龙德国际电影城有限公司	北京市昌平区东小口镇立汤路186号	500 万元	广播、电视、电影和影视录音制作业	放映电影；销售工艺美术品、文化用品、、服装、玩具、定型包装食品、冷饮；设计、制作、代理、发布广告。
中央新闻纪录电影制片厂北京锦龙影视制作部	海淀区北环西路15号	None	广播、电视、电影和影视录音制作业	电影片、电视片、宣传片、资料片、艺术片＊＊＊ 影视专业咨询、技术培训、影视片复制
浙江海宁完美星空传媒有限公司	中国（浙江）影视产业国际合作实验区基地海宁市影视科创中心16楼1612-8室	1000 万元人民币	广播、电视、电影和影视录音制作业	许可经营项目：制作、复制、发行：专题、专栏、综艺、动画片、广播剧、电视剧（广播电视节目制作经营许可证有效期至2017年4月1日止）。  一般经营项目：影视文化艺术活动组织策划；艺术造型、美术设计；影视道具与服装设计；影视服装、道具、器材批发及租赁；会议及展览服务；企业形象策划；影视文化信息咨询、摄影、摄像服务；电影、电视剧剧本策划、创作；场景布置服务；设计、制作、代理国内各类广告；艺人经纪服务（营业性演出除外）。
